名字,开放时间,评分,建议游玩时间,门票,来源城市
"湖南博物院Hunan Provincial Museum","全年 周二-周日 09:00-17:00;全年 周一 全天不开放 ;中国法定节假日 09:00-17:00",4.8,3.5,68,长沙
"长沙铜官窑古镇Changsha Tongguanyao Ancient Town","全年 09:00-22:00",4.5,108,168,长沙
"湖南省植物园Hunan Forestry Botanical Garden","5/1-9/30(游览时间) 08:00-18:00;10/1-4/30 08:00-17:30",4.7,3,2,长沙
"长沙海底世界Changsha Sea World","3/1-8/19(夏令时) 08:30-18:30;8/20-2/28(冬令时) 09:00-17:30",4.7,3.5,150,长沙
"李自健美术馆Lizijian Gallery","全年 周一 全天不开放 ;全年 周二-周日 09:30-17:30",4.7,1.5,0,长沙
"火宫殿Huogongdian","景区全天开放，餐点时间8:00-次日2:00；详情以景区公示为准。",4.2,2,118,长沙
"爱晚亭Autumn-Admiring Pavilion","全年 全天开放",4.5,0.75,9,长沙
"天心阁Tianxin Pavilion","全年 07:30-17:30;全年 07:30-17:00",4.3,1.5,30,长沙
"湖南大学Hunan University","全年 全天开放",4.6,1.5,339,长沙
"马王堆汉墓遗址Mawangdui Han Tombs","具体开放时间请咨询景区",4,0.75,6,长沙
"湘江Xiang River","全天开放",4.6,1.5,118,长沙
"长沙生态动物园Changsha Ecological Zoo","全年 09:00-17:00;中国法定节假日 09:00-17:30",4.3,3,40,长沙
"靖港古镇Jinggang Ancient Town","8:00-17:30",4.2,12,78,长沙
"云麓宫Yunlu Palace","全年 09:00-17:30",4.4,1.5,0,长沙
"大围山国家森林公园Dawei Mountain National Forest Park","全年 全天开放",4.3,108,85,长沙
"湖南第一师范Hunan First Normal School","东方红校区、城南书院校区全天开放；疫情期间禁止外来人员进入。",4.6,1.5,0,长沙
"天际岭国家森林公园","6月1日-9月30日7:00-18:00;10月1日-次年5月31日7:30-17:30",3.7,2,20,长沙
"杜甫江阁Du Fu River Pavilion","9:00-22:00",4.3,1.5,12,长沙
"长沙简牍博物馆Changsha Bamboo and Wooden Slips Museum","每日开放时间缩短为10:00-16:00，15:30停止入馆，每周二闭馆（除法定节假日外）",4.3,2,0,长沙
"烈士公园Martyrs' Park","全年 05:00-23:00",4.6,2,7,长沙
"麓山寺Lushan Temple","4月1日-10月31日：8:00-18:00 ；11月1日-次年3月31日：8:30-17:30。",4.5,1,5,长沙
"长沙摩天轮Changsha Ferris Wheel","周一-周五 18:30-22:00，周六、周日及法定节假日 9:30-22:00；最晚入园时间21:00。",4.3,0.75,66,长沙
"灰汤温泉华天城旅游度假区Huitang Huatiancheng Hotspring Holiday Hotel","全年 09:00-23:00",4.6,2.5,168,长沙
"周洛龙潭风景区Zhouluo Longtan Scenic Area","7:00-18:00,16:30停止进入",4.4,3.5,48,长沙
"八路军驻湘办事处","周一至周日 09:00-17:00",4,2,0,长沙
"苍坊旅游区Former Residence of Hu Yaobang","10/1-3/31 9:00-17:00;4/1-9/30 09:00-17:30",4.6,1.5,25,长沙
"石燕湖Shiyan Lake","全年 08:30-17:00;全年 17:00-21:30",4.8,4.5,153,长沙
"北津城遗址Beijincheng Site",,4.7,1.5,18,长沙
"黄兴故居Huangxing Former Residence","9:00-17:00,16:00停止进入；周一闭馆",4.7,1,0,长沙
"光明蝶谷飞鸟乐园Bright Butterfly Valley","9:00-17:00",4,108,68,长沙
"李富春纪念馆","开放时间：09:00-16：00",4.7,1,0,长沙
"大围山峡谷漂流Dawei Mountain Canyon Drifting","6/1-10/7(上午场) 10:30-11:00;6/1-10/7(下午场) 13:00-15:00",4.5,2.5,198,长沙
"黄兴墓Huangxing Cemetery","全年 全天开放",4.5,1,0,长沙
"千佛洞Thousand Buddha Cave","全年 08:00-17:30",4.4,1.5,85,长沙
"沩山风景名胜区WeiShan Mountain Scenic Resort","全年 08:00-18:30",4.9,12,8,长沙
"炭河古城Tanhe  Ancient City","全年 周六-周日 10:00-17:00;全年 周一-周五 10:30-17:00",4.8,12,55,长沙
"太行山大峡谷Taihang Grand Canyon","全年 08:00-16:00",4.6,108,170,长治
"仙堂山Xiantang Mountain","全年 08:00-17:00",4.5,108,1.6,长治
"青龙峡(太行山大峡谷)Qinglong Gorge ( Taihang Mountain Grand Canyon)","全年 8:00-16:00",4.4,12,45,长治
"天脊山自然风景区Tianji Mountain Scenic Area","8:00-18:00",4.4,72,48,长治
"红豆峡Hongdou Gorge","全年 8:00-16:00",4.4,3.5,45,长治
"灵空山Lingkong Mountain","全年 6:00-18:00",4.7,72,8,长治
"上党门Upper Dangmen","全年 08:00-18:00",4.5,1.5,7,长治
"中太行洗耳河景区Xi'er River Scenic Area, Middle Taihang Mountain",,2.3,12,7,长治
"长治自盛李记堆锦博物馆Zhangzhizisheng Liji Duijin Museum","9:00-18:00（周一到周日不闭馆）",4.3,2.5,0,长治
"海棠山风景区Haitang Mountain","8:00-17:00",4.6,2.5,45,阜新
"瑞应寺Ruiying Temple","全年 07:30-17:00",4.6,1.5,28,阜新
"福宇文化园Fuyu Museum","全年 09:00-17:00",5,2.5,30,阜新
"乌兰木图山风景区Wulanmutu Mountain Sceneic Area","全年 8:30-16:30",4.4,3,34,阜新
"八里河旅游区Bali River Scenic Area","全年 周日 12:00-17:00;全年 周一-周三,周五 10:00-17:00;全年 周四 10:00-21:00",4.3,72,85,阜阳
"阜阳生态园Fuyang Ecological Park","全年 周六-周日 09:00-21:00;全年 周一-周五 09:00-17:00",4.5,12,50,阜阳
"颍州西湖景区Yingzhou West Lake","全年 09:30-17:30",4.2,2.5,60,阜阳
"迪沟风景区Digou Scenic Area","8:00-19:00",4.5,4,34,阜阳
"阜阳野生动物园","营业时间9:00-18:00，17:00停止入园",4.1,2.5,99,阜阳
"百鸟林景区","无",3,2.5,26,阜阳
"阜阳尧泰汉海海洋公园FUYANG ANDOVER OCEAN PARK","全年 09:00-16:30",3.7,2.5,120,阜阳
"界首市博物馆Jieshoushi Museum","全年 周二-周日 8:30-17:30",4,2.5,0,阜阳
"太和县博物馆Taihexian Museum","全年 周二-周日 9:00-17:00",4.7,2.5,0,阜阳
"临泉魔幻动物园Linquanmohuan Zoo","全年 08:30-18:30",4.4,2.5,69,阜阳
"七彩大地花海乐园Qicai Dadi Huahai Amusement Park","9:00-17:30",2.5,2.5,38,阜阳
"万尾金滩Wanwei Golden Beach","全年 全天开放",4.3,2,198,防城港
"东兴口岸Port of Dongxing","全年 全天开放",4.3,1.5,198,防城港
"白浪滩Bailang Beach","全年 全天开放",4.2,2.5,450,防城港
"野人谷景区","09:00-16:00",4.5,1,158,防城港
"伏波文化园","8:00-18:00",4.8,1,0,防城港
"东兴国门景区",,4.6,12,0,防城港
"防城港市博物馆Fangchenggangshi Museum","全年 周二-周日 9:00-16:30",4.1,2.5,0,防城港
"东兴京族博物馆Dongxingjingzu Museum","全年 周二-周日 9:00-16:30",5,2.5,0,防城港
"海陵岛Hailing Island","全天开放",4.4,108,450,阳江
"马尾岛Mawei Island","全年 全天开放",4.3,3,1,阳江
"闸坡大角湾Zhapo Dajiao Bay","4/16-10/15(旺季) 08:00-21:30;10/16-4/15(淡季) 08:00-18:00",4.3,12,29.5,阳江
"沙扒湾Shaba Bay","7:00-19:30；青洲岛8:00-17:00。",4.1,2.5,40,阳江
"珍珠湾旅游度假区Pearl Bay Holiday Resort","全年 7:00-21:00",4.2,2.5,0,阳江
"十里银滩Shili Silver Beach","全天开放；服务及娱乐设施8:00-18:00",4.4,2.5,130,阳江
"凌霄岩Lingxiao Cave","8:30-17:00",4,1.5,42.8,阳江
"玉溪三洞Yuxi Three Caves","9:00-17:30，17:00停止入场。",4.2,3,35.7,阳江
"崆峒岩风景区Kongtongyan Scenic Area","09:00—17:00",4.1,2.5,21,阳江
"瓦晒湾·海洋秘境","全年 09:00-19:00",4.1,2.5,58,阳江
"星空之眼摩天轮","暂无",4,1.5,38,阳江
"藏山风景区Cang Mountain Scenic Area","旺季（4月1日-10月31日）8:00-18:30；淡季（11月1日-次年3月31日）8:30-16:30。",4.5,12,9,阳泉
"翠枫山自然风景区Cuifeng Mountain Natural Scenic Area","9:00-17:00",4.3,3.5,80,阳泉
"阳泉海洋世界Yangquanhaiyang World",,5,2.5,78,阳泉
"大汖古村Dachang Ancient Village",,4.2,12,45,阳泉
"红岩岭自然风景区Hongyanling Natural Scenic Area","营业状态调整频繁，建议提前咨询景区。 开放时间：开放时间：1月1日-12月31日 09:00-18:00,18:00停止入场",4.6,1.5,39.9,阳泉
"天山神秘大峡谷The Mysterious Grand Canyon of Tianshan Mountains","1/1-12/31 10:00-19:00",4.5,2.5,40,阿克苏
"刀郎部落Daolang Tribe","全年 10:00-19:30",4.3,3.5,65,阿克苏
"库车王府Kuche Royal Palace","9:00-20:00",4.1,2,53,阿克苏
"库车大寺Kuche Dasi","肉孜节、古尔邦节全天不对游客开放",4.2,1.5,14,阿克苏
"神木园Shenmuyuan","10:30-18:30",4.4,2.5,38,阿克苏
"林基路烈士纪念馆Linjilulieshi Memorial Hall","8：00——17：00",4.4,1,7.5,阿克苏
"阿克苏地区文化馆Aksu Cultural Center","全年 10:00-18:00",4.6,1.5,0,阿克苏
"喀纳斯景区Kanas Lake Scenic Area","全年 08:00-20:00",4.6,108,0.5,阿勒泰
"可可托海景区Keketuohai Scenic Area","全年 09:30-19:30",4.3,12,90,阿勒泰
"白哈巴Baihaba","4/30-11/30 09:30-18:30",4.5,108,50,阿勒泰
"禾木风景区Hemu Scenic Area","全年 08:30-20:00",4.5,108,5,阿勒泰
"喀纳斯河Kanas River","全天开放，疫情期间不接待外地游客。",4.7,3.5,160,阿勒泰
"五彩滩Colorful Beach","全年 09:00-19:30",4.5,3,4,阿勒泰
"额尔齐斯河Irtysh River","全年 全天开放",4.8,252,0,阿勒泰
"月亮湾Moon Bay","全年 08:30-19:30",4.7,0.75,160,阿勒泰
"白湖White Lake","全年 8:30-19:30",4.4,1,185,阿勒泰
"五彩城","8:00-18:00",4.6,6,50,阿勒泰
"贾登峪国家森林公园","年开放时间：1月1日-12月31日 周一至周日日开放时间：00:00-24:00",4.7,3,160,阿勒泰
"禾木草原The Hemu Grassland","全年 8:00-22:00",4.5,1.5,5,阿勒泰
"观鱼台Guanyu Pavilion","具体开放时间请咨询景区",4.6,1.5,20,阿勒泰
"白沙湖Baisha Lake","全年 08:30-18:30",4.6,2.5,0,阿勒泰
"哈巴河白桦林Habahe Baihualin","全天",4.3,2,9,阿勒泰
"乌伦古湖国家湿地公园Ulungur Lake","全年 10:00-19:30",4.4,2.5,3,阿勒泰
"驼颈湾Camel Neck Bay","全年 8:30-19:30",4.4,0.35,185,阿勒泰
"浮木长堤Fumu Causeway","全年 8:30-19:30",4.3,1,185,阿勒泰
"吐鲁克岩画Tuluke Rock Paintings","全年 8:30-19:30",3.9,0.75,160,阿勒泰
"泰加林廊道Taiga Corridor","全年 8:30-19:30",4.3,1.5,185,阿勒泰
"千湖Qianhu National Wetland Park","全年 8:30-19:30",4.2,1.5,185,阿勒泰
"成吉思汗点将台Genghis Khan Point Sets","全年 全天开放",4.6,1,60,阿勒泰
"百花园Hundred gardens","全年 8:30-19:30",4,1.5,185,阿勒泰
"九寨沟风景区Jiuzhaigou Scenic Area","5/1-10/31 07:30-17:00;11/1-11/15 08:00-17:00;11/16-3/31 08:30-17:00",4.7,72,278,阿坝
"四姑娘山Mount Siguniang (Skubla)","4/1-11/30 07:00-15:30;12/1-3/31 08:00-15:00",4.6,180,60,阿坝
"达古冰川风景区Dagu Holy-glacier","05/01-12/15(旺季) 08:00-15:30;12/16-04/30(淡季) 08:00-15:00",4.5,12,310,阿坝
"牟尼沟风景区Mounigou Scenic Area","全年 08:00-18:00",4.6,3,35,阿坝
"黄龙风景名胜区Huanglong Scenic Area","06/01-10/31 08:00-18:00;12/16-05/31 09:00-17:30;11/2-12/15 08:30-17:30",4.6,1,60,阿坝
"毕棚沟Bipeng Valley","8:00-17:00",4.4,12,90,阿坝
"卧龙中华大熊猫苑神树坪基地Wolong China Panda Garden Shenshuping Base","9:00-17:00，具体开放时间详见景区公示。",4.4,2.5,85,阿坝
"黄龙主沟Huanglong (Yellow Dragon) Main Ditch","全年 8:00-16:00",4.9,2.5,60,阿坝
"若尔盖热尔大草原","全天",3,3.5,3,阿坝
"米亚罗风景区Miyaluo Scenic Area","全年 全天开放",4,2.5,999,阿坝
"卓克基土司官寨文化旅游景区Zhuo Ke Ji Tusi Official Manor Cultural and Tourist Scenic Area","5月1日-10月8日8:30-17:30；10月9日-次年4月30日9:00-17:00。",4.4,2,55,阿坝
"桃坪羌寨Taoping Qiang Village","9:00-18:00",4.4,2.5,6,阿坝
"九鼎山Jiuding Mountain","全年 08:30-18:00",4.3,4,50,阿坝
"松潘古城Songzhou Ancient City","全天开放",4.2,1,6,阿坝
"诺日朗瀑布Nuorilang Waterfall","全年 8:00-17:00",4.8,1,3,阿坝
"五彩池Colorful Pond","包含于九寨沟景区，景区开放时间8:00-17:00，景点开放时间详见景区现场公示。",4.7,0.75,3,阿坝
"熊猫海Panda Sea","全年 8:00-17:00",4.7,0.75,4.1,阿坝
"五花海Wuhuahai","全年 7:30-17:00",4.8,0.75,3,阿坝
"镜海Mirror Lake","8:00-17:00",4.8,0.75,3,阿坝
"犀牛海Xiliu Sea","全年 8:00-17:00",4.6,0.75,4.1,阿坝
"树正群海Shu Zhengqunhai","暂停开放",4.8,1,3,阿坝
"长海Changhai","8:00-17:00",4.7,1.5,3,阿坝
"老虎海Laohuhai","景区暂停营业具体开放时间关注官网",4.7,1,3,阿坝
"卧龙海Wolong sea","全年 8:00-17:00",4.6,1.5,4.1,阿坝
"黄河九曲第一湾Yellow River Jiuqu Diyiwan","全年 06:30-20:00",4.4,5,100,阿坝
"叠溪－松坪沟风景区Diexi - Songping Ditch Tourist Area","4/1-11/30(旺季) 08:30-17:30;12/1-3/31(淡季) 08:30-17:00",4.4,3.5,35,阿坝
"盆景滩Bonsai Ford","全年 8:00-17:00",4.5,1,4.1,阿坝
"映秀地震遗址Yingxiu Earthquake Site","全年 全天开放",4.6,0.75,9,阿坝
"川主寺镇Chuanzhusizhen","全年 全天开放",4.1,3,3,阿坝
"黄龙中寺","8:00-17:00",4,1.5,4,阿坝
"转花玉池","从2017年7月2日起转花池区域永久封闭",4.8,1,4,阿坝
"黄龙寺Huanglong Temple","售票时间7:30-16:30",4.7,1.5,3,阿坝
"四姑娘山长坪沟景区Changping Valley","8:00-15:00",4.5,0.75,370,阿坝
"九寨沟沟口","全天",4.3,0.5,0,阿坝
"叠溪地震遗址（叠溪海子）Diexi Earthquake Site (Diexi Haizi)","全年 全天开放",3.9,1,3,阿坝
"唐克","全天",4.1,4,65,阿坝
"索克藏寺Suo Kezangsi","不对普通游客开放，遇有寺庙法事节庆活动期间可以预约参观",4.4,1.5,0,阿坝
"海子沟Haizi Valley","全年 09:00-17:00;全年 09:00-17:00",4.5,2.5,60,阿坝
"松潘古镇","全天",4,4,150,阿坝
"猫鼻梁Maobiliang","全年 全天开放",4.4,1.5,2,阿坝
"铁布自然保护区","全天",5,1,0,阿坝
"孟屯河谷Mengtu River Valley","全天开放",4.1,2.5,999,阿坝
"中国古羌城Ancient Qiang City of China","9:00-18:00",4.2,3,26,阿坝
"树正沟Shuzhenggou Valley","包含于九寨沟景区，景区开放时间8:00-17:00，景点开放时间详见景区现场公示。",4.8,3,3,阿坝
"红军长征纪念碑碑园Red Army Long Long March Memorial Beibeiyuan","同黄龙景区开放时间。",4.3,1,3,阿坝
"神仙池风景区Shenxianchi Scenic Area","11/17-5/31 09:00-16:30;6/1-11/16 08:00-18:00",4.7,3.5,50,阿坝
"木骡子Muluozi Lawn","8:00-17:30",4.1,72,70,阿坝
"卧龙镇Wolong Town","全年 全天开放",4.7,12,146,阿坝
"扇子洞","8:00~17:00",4,3,4,阿坝
"宝镜崖Baojing Cliff","暂停开放。",5,0.25,0,阿坝
"红原月亮湾Hongyuan Yueliangwan","全年 07:30-20:00",4.1,3,19.9,阿坝
"卡龙沟Kalong Ditch","9:00-18:00",4.5,72,35,阿坝
"沙漠之门景区","全年 全天开放",5,72,10,阿拉尔
"古格王国遗址Ruins of the Kingdom of Guge","全年 8:00-20:30",4.7,2.5,8,阿里
"冈仁波齐Kangrinpoche","01/01-12/31 08:30-22:00",4.7,108,200,阿里
"札达土林Zhada Tulin","全年 8:00-17:00",4.7,1.5,8,阿里
"拉昂错La'nga Co","全年 全天开放",4.7,0.75,8,阿里
"托林寺Tholing Monastery","全年 08:00-19:00",4.5,1,6,阿里
"科加寺Kejia Temple","9:00-16:00，部分殿宇不开放。",4.4,1.5,2019,阿里
"扎日南木错Zhari Namco","全年 全天开放",4.3,1,9,阿里
"札达","全天",5,3.5,0,阿里
"皮央东嘎洞窟遗址Piyang Dongga Cave Site",,4.1,1,2019,阿里
"阿里神山圣湖旅游区Ali Shenshan Shenghu Tourist Area","全天开放。",4.6,180,0,阿里
"万象洞风景名胜区Wanxiang Cave Scenic Area","8:30-17:30",4.2,2,60,陇南
"阳坝自然风景区Yangba Natural Scenic District","全年 8:00-17:00",4.1,5,6,陇南
"官鹅沟Guan'e Valley","7:30-18:00，16:30停止入场。",4.2,72,130,陇南
"嘉陵江","全天",4.3,2.5,20,陇南
"杜甫草堂Du Fu Thatched Cottage",,4.9,1.5,5,陇南
"礼县博物馆Lixian Museum","9:00-17:00（周一闭馆）",4.3,2.5,0,陇南
"西和县西和会议纪念馆Xihexian Xihe Huiyi Memorial Hall","全年 周二-周日 9:00-17:00",4,1.5,0,陇南
"礼县龙池湾战役纪念馆Lixian Longchiwan Zhanyi Memorial Hall","全年 周二-周日 9:00-17:00",4,1.5,0,陇南
"云屏三峡Yunping Three Gorges","全年 08:00-18:00",4.2,12,40,陇南
"文县天池国家森林公园Wenxiantianchiguojia Forest Park","8:30-17:00",4.4,3.5,30,陇南
"分界洲岛Boundary Island","全年 08:30-22:30",4.6,4.5,121.9,陵水
"清水湾旅游区Qingshui (“Clear Water”) Bay","全天开放",4.7,12,0,陵水
"呆呆岛Daidai Island","全年 08:00-17:20",4.5,12,94,陵水
"椰子岛Coconut Island","全年 全天开放",4.2,1.5,438,陵水
"猴岛公园Nanwan Monkey Island","全年 08:00-16:50",4.3,4,153.5,陵水
"椰田古寨Yetian Ancient Village","7:30-17:30",4.1,3,25,陵水
"香水湾Xiangshui (Perfume) Bay","全天开放",4.5,2,870,陵水
"吊罗山国家森林公园Diaoluo Mountain National Forest Park","全年 8:00-18:00",4.2,12,35,陵水
"赤岭福湾","全年 08:30-16:00",5,2.5,180,陵水
"南湾猴岛生态旅游区Nanwan Monkey Island Ecological Scenic Spot","全年 08:00-17:20",4.3,12,152,陵水
"陵水黎族自治县博物馆Lingshui Lizu Zizhixian Museum","上午8:00-12:00；下午15:00-18:00(周一闭馆）",2,1.5,0,陵水
"一号沙滩Nanwan Houdao Island Ecological Scenic Spot 1st Beach","全年 8:00-17:00",4.6,4.5,122,陵水
"七彩沙滩Qicai Beach","具体开放时间请咨询景区",2,2.5,96,陵水
"吊罗山Diaoluo Mountain","全年 8:00-18:00",4,2,70,陵水
"赤岭渔村","全天",3,2.5,0,陵水
"水口庙","9:00~17:00",5,1.5,0,陵水
"新村港","全天开放",4.3,3,0,陵水
"苏维埃政府旧址","8：00-12：00 15：00-18：00 周一闭馆",4.5,1,0,陵水
"大洪山风景名胜区Dahong Mountain Scenic Spot","全年 08:30-16:30;全年 08:00-17:30",4.4,12,70,随州
"田王寨景区","全年 08:30-17:00;全年 08:00-17:30",3,1.5,40,随州
"广水市博物馆Guangshuishi Museum","全年 周二-周日 8:30-17:00",5,2.5,0,随州
"神农牡丹谷Shennong Peony Valley","全年 08:00-17:30",4.6,2.5,50,随州
"牛背山Niubei Mountain","全年 全天开放",4.4,108,160,雅安
"碧峰峡Bifengxia Giant Panda Base","01/01-04/30 08:30-16:30;05/01-10/07 08:00-16:30;10/08-12/31 08:30-16:30",4.4,5,95,雅安
"二郎山喇叭河风景区Laba River Park, Erlangshan National Park","全年 08:30-17:00",4.3,3.5,83,雅安
"达瓦更扎Mount Dawagengzha","全年 8:00-17:30",3.8,12,140,雅安
"神木垒Shenmulei","8:30-17:00，具体开放时间以景区现场公示为准。",4.1,3,51,雅安
"蒙顶山Mengding Mountain","全年 08:30-18:30",4.9,2.5,19.9,雅安
"夹金山Jiajin Mountain","9:00-18:00",4.4,3,58,雅安
"清代立交桥","全天",5,0.5,0,雅安
"二仙桥","全天",4.5,0.5,0,雅安
"九襄镇","全天",4.7,2,0,雅安
"月亮湾·金钟山景区","08:00-18:00",5,2.5,60,雅安
"龙门溶洞Longmen Karst Cave",,4.5,1.5,50,雅安
"龙苍沟国家级森林公园Longcanggou Guojia Ji Forest Park","8:00-18:00，16:30停止入场",3.8,1.5,9.9,雅安
"汉源县博物馆Hanyuanxian Museum","免费开放时间：9:00—17:00（周一闭馆，主馆装修改造、附馆开放）",5,1.5,0,雅安
"崂山Mount Lao","07/01-08/31 06:00-19:00;09/01-11/30 07:00-17:30;12/01-2/28 07:30-17:00",4.5,108,40,青岛
"青岛海底世界Qingdao Underwater World","全年 08:30-16:30",4.5,3.5,95,青岛
"大珠山风景区Jiaonan Dazhu Mountain","01/01-10/31 周一-周五 07:30-17:00;1/1-10/31 周六-周日 07:00-18:00;11/1-12/31 06:30-17:30",4.6,4,38,青岛
"栈桥Zhanqiao Pier","全天开放",4.5,0.75,0,青岛
"第二海水浴场Second Beach","全年 9:00-17:00",4.3,2,178,青岛
"石老人海水浴场Shilaoren Bathing Beach","9:00-18:00，17:30停止入场。",4.5,1.5,0,青岛
"八大关Badaguan","全天开放",4.5,2,5,青岛
"第一海水浴场No. 1 Bathing Beach","全天开放",4.3,2,1,青岛
"劈柴院Pichai Courtyard","全天开放",4,1.5,1,青岛
"黄岛金沙滩Huangdao Golden Beach","全天开放；9:00-18:00为游泳时间。",4.5,2.5,0.5,青岛
"情人坝Lover Dam","全年 全天开放",4.5,1,0,青岛
"青岛奥帆中心Qingdao Olympic Sailing Center","旺季5月1日-10月31日5:00-23:00,22:30停止进入；淡季11月1日-次年4月30日6:00-22:00,21:30停止进入。",4.5,2.5,1,青岛
"青岛啤酒博物馆THE WORLD OF TSINGTAO","9/11-9/30 08:30-17:30;10/1-10/7 08:30-18:30;10/8-10/31 08:30-17:30;11/1-3/31 08:30-16:30",4.8,1.5,45,青岛
"崂山太清宫Laoshan Taiqing Palace","4月1月-10月31日6:00-18:00，11月1日-次年3月31日7:00-17:00。",4.4,2.5,27,青岛
