名字,开放时间,评分,建议游玩时间,门票,来源城市
"米亚罗风景区Miyaluo Scenic Area","全年 全天开放",4,2.5,"{'【酒店套餐】毕棚沟娜姆湖温泉酒店含早+双人毕棚沟景区含景交车+暖池\n\n': ['¥999起'], '色达纯玩3日游！可住佛学院内|看夜景|可大中小团|可搭配东嘎寺|墨石公园！赠氧+三环接车+旅拍！\n\n': ['¥438起']}",阿坝
"卓克基土司官寨文化旅游景区Zhuo Ke Ji Tusi Official Manor Cultural and Tourist Scenic Area","5月1日-10月8日8:30-17:30；10月9日-次年4月30日9:00-17:00。",4.4,2,"{'卓克基土司官寨文化旅游景区门票成人票\n\n': ['¥55起'], '卓克基土司官寨文化旅游景区门票儿童票\n\n': ['¥30起'], '卓克基土司官寨文化旅游景区门票学生票\n\n': ['¥30起']}",阿坝
"桃坪羌寨Taoping Qiang Village","9:00-18:00",4.4,2.5,"{'桃坪羌寨电子导览服务大小同价\n\n': ['¥6起'], '【上千好评|品质纯玩团】◆毕棚沟一日游·景区内深度游览5小时◆三环接&可选头等舱\n\n': ['¥110起'], '【赏雪泡温泉】毕棚沟✚甘堡藏寨2日●真纯玩0购物●可选保姆车\n\n': ['¥399起']}",阿坝
"九鼎山Jiuding Mountain","全年 08:30-18:00",4.3,4,"50元",阿坝
"松潘古城Songzhou Ancient City","全天开放",4.2,1,"{'松州古城电子导览服务大小同价\n\n': ['¥6起'], '【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【成都出发】九寨沟、黄龙景区、熊猫乐园纯玩五日游\n\n': ['¥1080起']}",阿坝
"诺日朗瀑布Nuorilang Waterfall","全年 8:00-17:00",4.8,1,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【免费升级头等舱·纯玩经典】九寨沟·黄龙·2日游·纯玩无购物·三环内可接\n\n': ['¥566起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起']}",阿坝
"五彩池Colorful Pond","包含于九寨沟景区，景区开放时间8:00-17:00，景点开放时间详见景区现场公示。",4.7,0.75,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起'], '神奇九寨沟+黄龙纯玩2日游！免费升级2+1保姆车！双驾驶护航！赠三环接车！多种酒店可选！\n\n': ['¥562起']}",阿坝
"熊猫海Panda Sea","全年 8:00-17:00",4.7,0.75,"含在九寨沟大景区门票中，【旺季4.1-11.15】门票220元 【淡季11.16-3.31】",阿坝
"箭竹海Arrow Bamboo Lake","全年 7:00-19:00",4.7,0.75,"包含于九寨沟景区内，通用九寨沟景区门票",阿坝
"珍珠滩瀑布Zhenzhutan Waterfall","全年 8:00-17:00",4.7,1,"包含于九寨沟景区内，通用九寨沟景区门票。",阿坝
"五花海Wuhuahai","全年 7:30-17:00",4.8,0.75,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起'], '【2-8人小团夜宿九寨|住沟里】3日游九寨沟黄龙纯玩！赠保姆车+旅拍+三环接早+篝火晚会+旅行三宝！\n\n': ['¥1188起']}",阿坝
"镜海Mirror Lake","8:00-17:00",4.8,0.75,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起']}",阿坝
"犀牛海Xiliu Sea","全年 8:00-17:00",4.6,0.75,"【旺季4.1-11.15】门票220元 【淡季11.16-3.31】门票80元 （包含在九寨沟景区门票内）",阿坝
"树正群海Shu Zhengqunhai","暂停开放",4.8,1,"{'【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起']}",阿坝
"芦苇海Reed Lake","全年 8:00-17:00",4.7,1,"包含于九寨沟景区内，通用九寨沟景区门票。",阿坝
"长海Changhai","8:00-17:00",4.7,1.5,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【免费升级头等舱·纯玩经典】九寨沟·黄龙·2日游·纯玩无购物·三环内可接\n\n': ['¥566起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起']}",阿坝
"老虎海Laohuhai","景区暂停营业具体开放时间关注官网",4.7,1,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起']}",阿坝
"原始森林Virgin forest","11/1-3/31 07:30-17:00;5/1-10/31 08:00-17:00",4.7,2.5,"包含于九寨沟景区内，通用九寨沟景区门票",阿坝
"卧龙海Wolong sea","全年 8:00-17:00",4.6,1.5,"含在九寨沟大景区门票中，【旺季4.1-11.15】门票220元 【淡季11.16-3.31】",阿坝
"树正寨Shuzhengzhai","暂停开放。",4.4,1,"包含在九寨沟景区门票内。",阿坝
"黄河九曲第一湾Yellow River Jiuqu Diyiwan","全年 06:30-20:00",4.4,5,"100元",阿坝
"叠溪－松坪沟风景区Diexi - Songping Ditch Tourist Area","4/1-11/30(旺季) 08:30-17:30;12/1-3/31(淡季) 08:30-17:00",4.4,3.5,"{'叠溪－松坪沟风景区门票成人票\n\n': ['¥35起'], '叠溪松坪沟风景区手机导游(不含门票)手绘地图、讲解、路线票大小同价\n\n': ['¥9起'], '【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起']}",阿坝
"盆景滩Bonsai Ford","全年 8:00-17:00",4.5,1,"【旺季4.1-11.15】门票220元 【淡季11.16-3.31】门票80元 （包含在九寨沟景区门票内）",阿坝
"火花海Sparkling Lake","全年 8:00-17:00",4.7,0.75,"包含于九寨沟景区内，通用于九寨沟景区门票。",阿坝
"天鹅海Swan Lake","暂停开放。",4.8,0.75,"九寨沟大景区门票已含。",阿坝
"树正瀑布Shuzheng Waterfall","目前景区暂停开放，具体开放时间详见景区公示，原开放时间8:00-18:00。",4.7,1.5,"包含在九寨沟景区内，通用于九寨沟门票（目前景区暂停开放，具体开放时间详见景区公示）。",阿坝
"映秀地震遗址Yingxiu Earthquake Site","全年 全天开放",4.6,0.75,"{'映秀地震遗址手机智能导游讲解服务大小同价\n\n': ['¥9起'], '【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起']}",阿坝
"盆景池Penjing Pool","全年 8:00-17:00",4.6,2.5,"包含于黄龙景区门票内，通用于黄龙景区门票，具体收费情况以景区现场公示为主。",阿坝
"金沙铺地The Jinsha Shop","全年 7:30-16:30",4.8,0.75,"包含在黄龙风景区门票内",阿坝
"则查洼沟Zechawa Ditch","全年 8:00-17:00",4.9,2.5,"已包含在九寨沟景区",阿坝
"迎宾池Yingbin Pool","全年 8:00-18:00",4.6,1,"包含于黄龙景区门票内，通用于黄龙景区门票，具体收费情况以景区现场公示为主。",阿坝
"则查洼寨Zechawa Village","暂停开放。",4,0.5,"包含在九寨沟景区门票内。",阿坝
"川主寺镇Chuanzhusizhen","全年 全天开放",4.1,3,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【免费升级头等舱·纯玩经典】九寨沟·黄龙·2日游·纯玩无购物·三环内可接\n\n': ['¥566起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起']}",阿坝
"黄龙中寺","8:00-17:00",4,1.5,"票价,阿坝
 黄龙中寺位于黄龙风景区内，购买黄龙风景区门票即可。,阿坝
 黄龙风景区门票价格,阿坝
 旺季（4月1日至11月15日）200元,阿坝
 淡季（11月16日至3月31日）60元,阿坝
 索道：上行80元，下行40元（淡季索道不开放）,阿坝
,阿坝
优惠政策,阿坝
 1、免票政策：身高1.2米（含1.2米）以下的儿童享受门票免票；70周岁（含70周岁）以上老年人、现役军人、离休干部和残疾人凭有效身份证件免景区大门票，需另购全价缆车票。 ,阿坝
 2、优惠政策：全日制大学本科及以下学历学生、持《港澳居民来往内地通行证》、《台湾居民来往大陆通行证》或学生证等有效证件的香港、澳门、台湾等入境游青少年、60（含60周岁）至70周岁（不含70周岁）的老年人、持省外省级宗教团体统一印发的皈依证等有效证件的同一宗教信教群众持有效身份证件购景区优惠大门票，需另购全价缆车票。,阿坝
,阿坝
Tips,阿坝
 在黄龙景区可购买保险，10元/人。",阿坝
"下季节海Xiajijie Lake","全年 08:30-17:00",4.8,0.25,"包含在九寨沟景区门票内",阿坝
"转花玉池","从2017年7月2日起转花池区域永久封闭",4.8,1,"票价转花玉池位于黄龙风景区内，购买黄龙风景区门票即可。黄龙风景区门票价格旺季（4月1日至11月15日）200元淡季（11月16日至3月31日）60元索道：上行80元，下行40元（淡季索道不开放）优惠政策1、免票政策：身高1.2米（含1.2米）以下的儿童享受门票免票；70周岁（含70周岁）以上老年人、现役军人、离休干部和残疾人凭有效身份证件免景区大门票，需另购全价缆车票。2、优惠政策：全日制大学本科及以下学历学生、持《港澳居民来往内地通行证》、《台湾居民来往大陆通行证》或学生证等有效证件的香港、澳门、台湾等入境游青少年、60（含60周岁）至70周岁（不含70周岁）的老年人、持省外省级宗教团体统一印发的皈依证等有效证件的同一宗教信教群众持有效身份证件购景区优惠大门票，需另购全价缆车票。Tips在黄龙景区可购买保险，10元/人。",阿坝
"黄龙寺Huanglong Temple","售票时间7:30-16:30",4.7,1.5,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【免费升级头等舱·纯玩经典】九寨沟·黄龙·2日游·纯玩无购物·三环内可接\n\n': ['¥566起'], '【错峰九寨沟+黄龙纯玩3日游】豪华保姆车！可指定五钻森林山居！都江堰&熊猫乐园|三环内接早！\n\n': ['¥288起']}",阿坝
"四姑娘山长坪沟景区Changping Valley","8:00-15:00",4.5,0.75,"{'四姑娘山双桥沟门票成人票\n\n': ['¥370起'], '四姑娘山长坪沟门票成人票\n\n': ['¥169起'], '四姑娘山长坪沟门票+观光车票成人票\n\n': ['¥90起']}",阿坝
"九寨沟沟口","全天",4.3,0.5,"免费",阿坝
"叠溪地震遗址（叠溪海子）Diexi Earthquake Site (Diexi Haizi)","全年 全天开放",3.9,1,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起'], '【免费升级头等舱·纯玩经典】九寨沟·黄龙·2日游·纯玩无购物·三环内可接\n\n': ['¥566起'], '【错峰9点出发】九寨沟+黄龙3日游丨可选达古冰川·都江堰·熊猫丨错峰免费升级保姆车丨可选小团总裁座驾\n\n': ['¥558起']}",阿坝
"唐克","全天",4.1,4,"65元",阿坝
"雪宝鼎Xuebao Tripod","全年 8:00-17:00",4.6,3.5,"免票",阿坝
"索克藏寺Suo Kezangsi","不对普通游客开放，遇有寺庙法事节庆活动期间可以预约参观",4.4,1.5,"免费",阿坝
"日则沟Rizegou Landscape","全年 8:00-17:00",4.8,4,"已包含在九寨沟风景区门票内",阿坝
"海子沟Haizi Valley","全年 09:00-17:00;全年 09:00-17:00",4.5,2.5,"{'四姑娘山海子沟门票成人票\n\n': ['¥60起'], '四姑娘山海子沟门票学生票\n\n': ['¥30起'], '四姑娘山海子沟门票老人票\n\n': ['¥30起']}",阿坝
"白龙江大峡谷Namo Grand Canyon","全年 全天开放",4.5,4.5,"包含在格尔底寺门票内，通用格尔底寺门票。",阿坝
"松潘古镇","全天",4,4,"门票,阿坝
 松潘古城墙旅,阿坝
游门票150元 ,阿坝
",阿坝
"猫鼻梁Maobiliang","全年 全天开放",4.4,1.5,"{'四姑娘山双桥沟·长坪沟·猫鼻梁·地震博物馆纯玩2日游\n\n': ['¥356起'], '【四姑娘山纯玩1日游】川西秘境.户外天堂+雪山草甸牛羊+可高山漂流\n\n': ['¥208起'], '【真纯玩】嗨玩四姑娘山1日●纯玩不进店●摄影优选●可选2日\n\n': ['¥285起']}",阿坝
"铁布自然保护区","全天",5,1,"免费",阿坝
"孟屯河谷Mengtu River Valley","全天开放",4.1,2.5,"{'【酒店套餐】毕棚沟娜姆湖温泉酒店含早+双人毕棚沟景区含景交车+暖池\n\n': ['¥999起']}",阿坝
"布达拉峰Budala Peak","全年 7:00-16:00",4.3,0.6,"包含在四姑娘山双桥沟景区门票内，通用四姑娘山景区双桥沟门票。",阿坝
"中国古羌城Ancient Qiang City of China","9:00-18:00",4.2,3,"{'中国古羌城门票成人票\n\n': ['¥26起'], '中国古羌城电子讲解票大小同价\n\n': ['¥0.5起']}",阿坝
"扎如寺Zharusi","暂停开放。",3.1,1.5,"九寨沟大景区门票已含。",阿坝
"树正沟Shuzhenggou Valley","包含于九寨沟景区，景区开放时间8:00-17:00，景点开放时间详见景区现场公示。",4.8,3,"{'【免费升级头等舱·保证纯玩·可选懒人团】九寨沟·黄龙·达古冰川真纯玩3日游\n\n': ['¥588起']}",阿坝
"喇嘛寺Lama Temple",,4.2,1,"包含在四姑娘山景区长坪沟门票内。",阿坝
"红军长征纪念碑碑园Red Army Long Long March Memorial Beibeiyuan","同黄龙景区开放时间。",4.3,1,"{'【朝圣之旅】川西小环线|色达·五明佛学院纯玩3日·可选墨石公园·可选精致小团\n\n': ['¥358起']}",阿坝
"神仙池风景区Shenxianchi Scenic Area","11/17-5/31 09:00-16:30;6/1-11/16 08:00-18:00",4.7,3.5,"{'神仙池风景区门票成人票\n\n': ['¥50起'], '神仙池风景区门票优待票\n\n': ['¥25起'], '神仙池风景区午餐套餐大小同价\n\n': ['¥50起']}",阿坝
"木骡子Muluozi Lawn","8:00-17:30",4.1,72,"70元",阿坝
"卧龙镇Wolong Town","全年 全天开放",4.7,12,"{'毕棚沟/四姑娘山双桥沟纯玩一日游！川西小瑞士！户外天堂！雪山草甸牛羊~\n\n': ['¥146起']}",阿坝
"扇子洞","8:00~17:00",4,3,"票价,阿坝
 黄龙洞位于黄龙风景区内，购买黄龙风景区门票即可。,阿坝
 黄龙风景区门票价格,阿坝
 旺季（4月1日至11月15日）200元,阿坝
 淡季（11月16日至3月31日）60元,阿坝
 索道：上行80元，下行40元（淡季索道不开放）,阿坝
,阿坝
优惠政策,阿坝
 1、免票政策：身高1.2米（含1.2米）以下的儿童享受门票免票；70周岁（含70周岁）以上老年人、现役军人、离休干部和残疾人凭有效身份证件免景区大门票，需另购全价缆车票。 ,阿坝
 2、优惠政策：全日制大学本科及以下学历学生、持《港澳居民来往内地通行证》、《台湾居民来往大陆通行证》或学生证等有效证件的香港、澳门、台湾等入境游青少年、60（含60周岁）至70周岁（不含70周岁）的老年人、持省外省级宗教团体统一印发的皈依证等有效证件的同一宗教信教群众持有效身份证件购景区优惠大门票，需另购全价缆车票。,阿坝
,阿坝
Tips,阿坝
 在黄龙景区可购买保险，10元/人。",阿坝
"孔雀河道Peacock Riverway","暂停开放。",4.8,0.25,"门票已包含在九寨沟门票内",阿坝
"宝镜崖Baojing Cliff","暂停开放。",5,0.25,"免费",阿坝
"红原月亮湾Hongyuan Yueliangwan","全年 07:30-20:00",4.1,3,"{'红原月亮湾门票大小同价\n\n': ['¥19.9起'], '【全新草原·深度纯玩】莲宝叶则/月亮湾/九曲黄河第一湾纯玩3日游|三环内接早|赠旅拍|特色餐\n\n': ['¥816起'], '四姑娘山+墨石公园+鱼子西川西小环线3日游【观贡嘎雪山丨途径318国道丨看日落日照金山丨可选色达】\n\n': ['¥828起']}",阿坝
"卡龙沟Kalong Ditch","9:00-18:00",4.5,72,"35元",阿坝
"褡裢海Dalian Lake","暂停开放，",4.7,0.25,"包含在九寨沟景区的门票内",阿坝
"沙漠之门景区","全年 全天开放",5,72,"10元",阿拉尔
"古格王国遗址Ruins of the Kingdom of Guge","全年 8:00-20:30",4.7,2.5,"{'阿里转山转水+冈仁波齐+玛旁雍错+珠峰8日游/商务越野团可选\n\n': ['¥1650起'], '【藏西达人阿里小北线9日纯玩】含住宿赠市区接+10升钢罐氧气车！真正玩转阿里北线精华！可选商务或越野\n\n': ['¥3600起']}",阿里
"冈仁波齐Kangrinpoche","01/01-12/31 08:30-22:00",4.7,108,"200元",阿里
"玛旁雍措Lake Manasarovar","01/01-12/31 08:30-22:00",4.6,2.5,"景区正常营业，详情请以景区公示为准",阿里
"札达土林Zhada Tulin","全年 8:00-17:00",4.7,1.5,"{'阿里转山转水+冈仁波齐+玛旁雍错+珠峰8日游/商务越野团可选\n\n': ['¥1650起'], '【藏西达人阿里小北线9日纯玩】含住宿赠市区接+10升钢罐氧气车！真正玩转阿里北线精华！可选商务或越野\n\n': ['¥3600起'], '【阿里南线/北线】代办边防证丨可选越野车/商务小团，自由行\n\n': ['¥1660起']}",阿里
"拉昂错La'nga Co","全年 全天开放",4.7,0.75,"{'阿里转山转水+冈仁波齐+玛旁雍错+珠峰8日游/商务越野团可选\n\n': ['¥1650起'], '【阿里南线/北线】代办边防证丨可选越野车/商务小团，自由行\n\n': ['¥1660起'], '【藏西达人阿里小北线9日纯玩】含住宿赠市区接+10升钢罐氧气车！真正玩转阿里北线精华！可选商务或越野\n\n': ['¥3600起']}",阿里
"托林寺Tholing Monastery","全年 08:00-19:00",4.5,1,"{'托林寺迦萨殿驴迹电子导览（不含门票）票成人票\n\n': ['¥6起'], '阿里转山转水+冈仁波齐+玛旁雍错+珠峰8日游/商务越野团可选\n\n': ['¥1650起']}",阿里
"科加寺Kejia Temple","9:00-16:00，部分殿宇不开放。",4.4,1.5,"2019年10月15日至2020年3月15日“冬游西藏”期间内景区免费游览。",阿里
